trial_id,title,intervention_name,intervention_type,phase,status,summary,sponsor,outcome
NCT03719326,A Phase 1/1b Study to Evaluate the Safety and Tolerability of Immunotherapy Combinations in Participants With Breast or Gynecologic Malignancies,Etrumadenant; IPI-549; Pegylated liposomal doxorubicin (PLD); nanoparticle albumin-bound paclitaxel (NP),DRUG; DRUG; DRUG; DRUG,,COMPLETED,"This is a Phase 1/1b, open-label, dose-escalation, and dose-expansion study to evaluate the safety, tolerability, pharmacokinetic (PK), pharmacodynamic (PD), and clinical activity of etrumadenant (AB928) in combination with pegylated liposomal doxorubicin (PLD) with or without IPI-549 in participants with advanced metastatic triple-negative breast cancer (TNBC) or ovarian cancer, and etrumadenant in combination with nanoparticle albumin-bound-paclitaxel (NP) in participants with advanced metastatic TNBC.","Arcus Biosciences, Inc.",1.0
NCT02535026,"Epidemiological, Prospective and Observational Study on the HER2 Status in Breast Invasive Carcinomas Assessed by Immunohistochemistry (IHC) and Silver In-situ Hybridization (SISH) in a Sample of Latin-American Patients",,,,COMPLETED,"This is a descriptive, prospective, observational and epidemiological study on participants recently diagnosed with breast cancer to evaluate the HER2 status by IHC and SISH procedures.",Hoffmann-La Roche,1.0
NCT04613674,"A Multicentre, Randomized, Double-blind, Parallel-controlled Phase Ⅲ Study to Evaluate Camrelizumab Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy in Patients With Early or Locally Advanced Triple Negative Breast Cancer (TNBC).",Camrelizumab Plus Chemotherapy; placebo+chemotherapy,DRUG; DRUG,,COMPLETED,The purpose of this study is to evaluate the efficacy and safety of camrelizumab (an engineered anti-programmed death-ligand 1 \[PD-1\] antibody) plus chemotherapy vs placebo plus chemotherapy as neoadjuvant therapy in participants with triple negative breast cancer (TNBC). Participants will be randomized in a 1:1 ratio to Arm A (camrelizumab +chemotherapy) or Arm B (placebo + chemotherapy).,"Jiangsu HengRui Medicine Co., Ltd.",1.0
NCT00479674,"A Phase II Study of Abraxane®, Carboplatin and Bevacizumab in ""Triple Negative"" (Demonstrating No Expression for Estrogen, Progesterone, or Her2 Receptors) Metastatic Breast Cancer",Abraxane; Bevacizumab; Carboplatin,DRUG; DRUG; DRUG,,COMPLETED,"Taxanes (such as paclitaxel) are highly active to treat breast cancer. Abraxane® (nanoparticle albumin-bound paclitaxel) compared to standard paclitaxel improves efficacy and tolerability. When combined with a taxane, platinum agents improve response in metastatic breast cancer, with carboplatin conferring less toxicity than cisplatin. Monoclonal antibodies including bevacizumab target vascular endothelial growth factor (VEGF) to reduce angiogenesis. We hypothesize that the previously-untested combination of weekly Abraxane® and carboplatin plus biweekly bevacizumab will lengthen time to progression without producing intolerable toxicity.",Duke University,1.0
NCT02954874,"A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer With &gt;/= 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN1mi, ypN1-3) After Neoadjuvant Chemotherapy",Biospecimen Collection; Laboratory Biomarker Analysis; Patient Observation; Pembrolizumab; Quality-of-Life Assessment; Questionnaire Administration; Radiation Therapy,PROCEDURE; OTHER; OTHER; BIOLOGICAL; OTHER; OTHER; RADIATION,,ACTIVE_NOT_RECRUITING,"This randomized phase III trial studies how well pembrolizumab works in treating patients with triple-negative breast cancer. Immunotherapy with monoclonal antibodies, such as pembrolizumab, may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread.",National Cancer Institute (NCI),1.0
NCT03539965,Triple-negative Breast Cancer: a New Perspective on Predictive and Prognostic Biomarkers,,,,COMPLETED,A single-institutional cohort to determine the prevalence of new immunohistochemical panel in advanced triple-negative submitted to neoadjuvant chemotherapy and its association with response and survival.,"Instituto Nacional de Cancer, Brazil",1.0
NCT04595565,"Phase III Postneoadjuvant Study Evaluating Sacituzumab Govitecan, an Antibody Drug Conjugate in Primary HER2-negative Breast Cancer Patients With High Relapse Risk After Standard Neoadjuvant Treatment - SASCIA",Capecitabine; Carboplatin; Cisplatin; Sacituzumab govitecan,DRUG; DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"Phase III, prospective, multi-center, randomized, open label, parallel group, study in patients with HER2-negative breast cancer with residual disease after neoadjuvant chemotherapy with 1:1 allocation to:

* Arm A: Sacituzumab govitecan (days 1, 8 q3w for eight cycles);
* Arm B: treatment of physician´s choice (TPC, defined as capecitabine or platinum-based chemotherapy for eight cycles or observation.

Treatment in either arm will be given for eight cycles.

In patients with HR-positive breast cancer, endocrine-based therapy, which includes the use of CDK4/6 inhibitors, will be administered according to local guidelines. The start of endocrine therapy will be at the discretion of the investigator; however, it will be encouraged to start after surgery/radiotherapy in patients without additional cytotoxic agents.

Adjuvant pembrolizumab can be given until the completion of radiotherapy before randomization. Within the study the use of pembrolizumab in patients with TNBC who received pembrolizumab as neoadjuvant therapy is allowed as monotherapy in the TPC arm, according to the approval of pembrolizumab in this setting.",GBG Forschungs GmbH,1.0
NCT02622074,A Phase 1b Study to Evaluate Safety and Clinical Activity of Pembrolizumab (MK-3475) in Combination With Chemotherapy as Neoadjuvant Treatment for Triple Negative Breast Cancer (TNBC) - (KEYNOTE 173),Pembrolizumab; Nab-paclitaxel; Anthracycline (doxorubicin); Cyclophosphamide; Carboplatin; Paclitaxel,BIOLOGICAL; DRUG; DRUG; DRUG; DRUG; DRUG,,COMPLETED,"The purpose of this study is to evaluate the safety, tolerability and clinical activity of pembrolizumab (MK-3475) in combination with six chemotherapy regimens as neoadjuvant treatment for participants with triple negative breast cancer (TNBC).",Merck Sharp & Dohme LLC,1.0
NCT01251874,A Phase 1 Dose-Escalation Study of ABT-888 (Veliparib) in Combination With Carboplatin in HER2 Negative Metastatic Breast Cancer,Biospecimen Collection; Carboplatin; Computed Tomography; Fluorothymidine F-18; Positron Emission Tomography; Veliparib,PROCEDURE; DRUG; PROCEDURE; OTHER; PROCEDURE; DRUG,,ACTIVE_NOT_RECRUITING,This phase I trial studies the side effects and best dose of veliparib when given together with carboplatin and to see how well they work in treating patients with human epidermal growth factor 2 (HER2)-negative breast cancer that has spread to other parts of the body. Carboplatin kills cancer cells by damaging the deoxyribonucleic acid (DNA) that lets the cancer cell survive and reproduce. The body has proteins that try to repair the damaged DNA. Veliparib may prevent these proteins from repairing the DNA so that carboplatin may be able to kill more tumor cells. Giving veliparib with carboplatin may kill more tumor cells than carboplatin alone.,National Cancer Institute (NCI),1.0
NCT05062174,Targeting Progesterone Signaling for Breast Cancer Prevention in BRCA1 Carriers: a Pilot Study,Mifepristone 200 MG; Prophylactic mastectomy,DRUG; PROCEDURE,,WITHDRAWN,"The purpose of this study is to examine how a single dose of MIFEPREX® (mifepristone) affects the breast tissue in patients with BRCA1 (a gene that normally acts to restrain the growth of cells in the breast, but if it mutates may lead to breast cancer) mutations undergoing a planned prophylactic mastectomy (having one or both breasts removed).",Indiana University,0.0
NCT03102320,Phase 1b Multi-indication Study of Anetumab Ravtansine (BAY94-9343) in Patients With Mesothelin Expressing Advanced or Recurrent Malignancies,Cisplatin; Gemcitabine; Anetumab ravtansine (BAY94-9343),DRUG; DRUG; DRUG,,COMPLETED,"The key purpose of the main part of the study is to assess efficacy and safety of anetumab ravtansine as monotherapy or combination therapy for mesothelin expressing advanced solid tumors.

The main purpose of the safety lead-in (dose-finding) part of the study is to determine the safety and tolerability of anetumab ravtansine in combination with cisplatin and in combination with gemcitabine, and to determine the MTD of anetumab ravtansine in combination with cisplatin for mesothelin expressing advanced cholangiocarcinoma and in combination with gemcitabine for mesothelin expressing advanced adenocarcinoma of the pancreas.

Patients will receive anetumab ravtansine every three weeks in monotherapy for most indications. In cholangiocarinoma and adenocarinoma of the pancreas, 3-weekly anetumab ravtansine is administered in combination with cisplatin or gemcitabine respectively (both administered in a 2 week on / 1 week off schedule).

Treatment will continue until disease progression or until another criterion for withdrawal is met. .Efficacy will be measured by evaluating the tumor's objective response rate. Radiological tumor assessments will be performed at defined time points until the patient's disease progresses.

Blood samples will be collected for safety, pharmacokinetic and biomarker analysis. Archival or fresh biopsy tissue will also be collected for mesothelin expression testing and biomarker analyses.",Bayer,1.0
NCT04464174,"A Multicenter, Open-Label, Non-Comparative, Three-Arm, Phase IIa Trial of Ipatasertib (GDC-0068) in Combination With Non-Taxane Chemotherapy Agents for Taxane-Pretreated Unresectable Locally Advanced or Metastatic TNBC Patients",Ipatasertib; Capecitabine; Eribulin; Carboplatin; Gemcitabine,DRUG; DRUG; DRUG; DRUG; DRUG,,COMPLETED,"This is a multicenter, open-label, non-comparative, three-arm, phase IIa trial of Ipatasertib (GDC-0068) in combination with non-taxane chemotherapy agents for taxane-pretreated unresectable locally advanced or metastatic triple-negative breast cancer patients",MedSIR,1.0
NCT02266420,Comparison of Biological Features Between pN0 Triple Negative Breast Tumours With Size < or = 10 mm (pT1a/b) Versus pT1c T2 < or = 30 mm.,Blood samples of 10 mL,PROCEDURE,,COMPLETED,"This is a prospective, non-randomized and multicenter study designed to compare biological features between pN0 triple negative breast cancer (TNBC) with size ≤ 10 mm (pT1a/b) versus pT1c T2 ≤ 30 mm.

All consecutive patients will be recruited by each investigator after completion of surgery. No modification of standard management according to each investigator center will be done. All patients will then be followed each year during 5 years in order to collect the following events: local and loco regional recurrence, metastatasis, second cancer, death or not and the cause.

At initial visit, a 10 mL blood sample will be collected (= study intervention) and immediately processed for serum storage; all serum samples will be stored at -80°C and may be used for the purpose of further scientific research.

A representative formalin-fixed paraffin-embedded tumor block of all 200 samples will be addressed at the Institut Claudius Regaud for central collection which will consist of one haematoxylin-eosin stained slide for central histological review, up to 15 unstained slides for DNA extraction (after microdissection), and construction of a tissue micro-array (TMA).

Extracted DNA from 100 samples (50 in each group) will then be transferred to Institut Paoli Calmettes, Marseille; extracted DNA will be subjected to array-CGH analysis in order to detect gene copy number alterations such as gains/amplifications/deletions, and to next generation sequencing (NGS; MiSeq, Illumina) using a panel of \~400 genes for mutation detection.",Institut Claudius Regaud,1.0
