head,relation,tail
NCT06709651,has_title,Prospective Evaluation of the Breast Microbiome and Tumor Microenvironment-related Biomarkers of Res
NCT06709651,has_status,RECRUITING
NCT06709651,has_phase,
NCT06709651,sponsored_by,University College Cork
NCT05071677,has_title,Determinants of Treatment Decision Making in African American Women Diagnosed With Triple Negative B
NCT05071677,has_status,COMPLETED
NCT05071677,has_phase,
NCT05071677,sponsored_by,M.D. Anderson Cancer Center
NCT05071677,tests,Discussion
Discussion,has_type,PROCEDURE
NCT05071677,tests,Interview
Interview,has_type,OTHER
NCT05071677,tests,Survey Administration
Survey Administration,has_type,OTHER
NCT06731153,has_title,"A Randomized, Controlled, Open-label, Phase II Clinical Study Evaluating the JAK1 Inhibitor Ivarmaci"
NCT06731153,has_status,NOT_YET_RECRUITING
NCT06731153,has_phase,
NCT06731153,sponsored_by,Fudan University
NCT06731153,tests,Ivarmacitinib
Ivarmacitinib,has_type,DRUG
NCT06731153,tests,Camrelizumab (SHR-1210)
Camrelizumab (SHR-1210),has_type,DRUG
NCT06731153,tests,Eribulin
Eribulin,has_type,DRUG
NCT02744053,has_title,Multimodality Breast Imaging for the Assessment of Tumor Response to Neoadjuvant Chemotherapy in Tri
NCT02744053,has_status,ACTIVE_NOT_RECRUITING
NCT02744053,has_phase,
NCT02744053,sponsored_by,M.D. Anderson Cancer Center
NCT02744053,tests,Dynamic Contrast-Enhanced Magnetic Resonance Imaging
Dynamic Contrast-Enhanced Magnetic Resonance Imaging,has_type,PROCEDURE
NCT02744053,tests,Laboratory Biomarker Analysis
Laboratory Biomarker Analysis,has_type,OTHER
NCT02744053,tests,Scintimammography
Scintimammography,has_type,RADIATION
NCT02744053,tests,Technetium Tc-99m Sestamibi
Technetium Tc-99m Sestamibi,has_type,DRUG
NCT00130533,has_title,"Multicenter, Open-label, Randomized Phase III to Evaluate Efficacy of Maintenance Treatment With Cap"
NCT00130533,has_status,COMPLETED
NCT00130533,has_phase,
NCT00130533,sponsored_by,Spanish Breast Cancer Research Group
NCT00130533,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT03821454,has_title,"A Randomized, Double-blind, Placebo-controlled Study of Capecitabine in the Treatment of Early-stage"
NCT03821454,has_status,UNKNOWN
NCT03821454,has_phase,
NCT03821454,sponsored_by,Zhejiang Cancer Hospital
NCT03821454,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT03821454,tests,Placebos
Placebos,has_type,DRUG
NCT03911453,has_title,Window of Opportunity Trial to Evaluate Change in PD-L1 Expression in Triple Negative Breast Tumors 
NCT03911453,has_status,COMPLETED
NCT03911453,has_phase,
NCT03911453,sponsored_by,University of Arizona
NCT03911453,tests,Rucaparib
Rucaparib,has_type,DRUG
NCT01939054,has_title,"A Randomized, Controlled, Open-Label, Multicenter, Phase 2 Study of Nimotuzumab Plus Docetaxel and C"
NCT01939054,has_status,UNKNOWN
NCT01939054,has_phase,
NCT01939054,sponsored_by,Chinese Academy of Medical Sciences
NCT01939054,tests,Nimotuzumab
Nimotuzumab,has_type,DRUG
NCT01939054,tests,docetaxel
docetaxel,has_type,DRUG
NCT01939054,tests,capecitabine
capecitabine,has_type,DRUG
NCT04418154,has_title,Neoadjuvant Anthracycline Followed by Toripalimab Combined With Nab-paclitaxel in Patients With Earl
NCT04418154,has_status,ACTIVE_NOT_RECRUITING
NCT04418154,has_phase,
NCT04418154,sponsored_by,Fudan University
NCT04418154,tests,epirubicin hydrochloride
epirubicin hydrochloride,has_type,DRUG
NCT04418154,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT04418154,tests,Albumin bound paclitaxel
Albumin bound paclitaxel,has_type,DRUG
NCT04418154,tests,Toripalimab
Toripalimab,has_type,DRUG
NCT02368951,has_title,"An Open-label,Phase I, Dose-escalation Trial to Evaluate the Safety, Tolerability, Maximum Tolerated"
NCT02368951,has_status,TERMINATED
NCT02368951,has_phase,
NCT02368951,sponsored_by,Bayer
NCT02368951,tests,BAY1187982
BAY1187982,has_type,DRUG
NCT06396754,has_title,Deployment and Clinical Evaluation of an AI-powered Digital Oncology Biomarker Tool to guidE Treatme
NCT06396754,has_status,NOT_YET_RECRUITING
NCT06396754,has_phase,
NCT06396754,sponsored_by,"Institute of Cancer Research, United Kingdom"
NCT06396754,tests,AI-analysis on diagnostic and surgical specimens
AI-analysis on diagnostic and surgical specimens,has_type,OTHER
NCT06162351,has_title,"A Phase II Study to Evaluate the Efficacy and Toxicities of PLX038, in Patients With Locally Advance"
NCT06162351,has_status,RECRUITING
NCT06162351,has_phase,
NCT06162351,sponsored_by,Institut Curie
NCT06162351,tests,PLX038
PLX038,has_type,DRUG
NCT00717951,has_title,"A Randomised,Multi-Center Study of Docetaxol Plus Capecitabine or Cisplatin in Anthracycline-Pretrea"
NCT00717951,has_status,UNKNOWN
NCT00717951,has_phase,
NCT00717951,sponsored_by,"Academy Military Medical Science, China"
NCT00717951,tests,"docetaxol, cisplatin, capecitabine"
"docetaxol, cisplatin, capecitabine",has_type,DRUG
NCT04975451,has_title,Neoadjuvant Treatment Anlotinib Combined With Docetaxel and Carboplatin in Triple-negative Early-sta
NCT04975451,has_status,UNKNOWN
NCT04975451,has_phase,
NCT04975451,sponsored_by,Anqin Zhang
NCT04975451,tests,Anlotinib
Anlotinib,has_type,DRUG
NCT01596751,has_title,Enhancing Efficacy of Chemotherapy in Triple Negative/Basal-Like Breast Cancer by Targeting Macropha
NCT01596751,has_status,COMPLETED
NCT01596751,has_phase,
NCT01596751,sponsored_by,"Hope Rugo, MD"
NCT01596751,tests,PLX3397
PLX3397,has_type,DRUG
NCT01596751,tests,Eribulin
Eribulin,has_type,DRUG
NCT05867251,has_title,"A Phase 1/2, First-in-Human Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodyna"
NCT05867251,has_status,RECRUITING
NCT05867251,has_phase,
NCT05867251,sponsored_by,"Avenzo Therapeutics, Inc."
NCT05867251,tests,AVZO-021
AVZO-021,has_type,DRUG
NCT05867251,tests,Palbociclib
Palbociclib,has_type,DRUG
NCT05867251,tests,Fulvestrant
Fulvestrant,has_type,DRUG
NCT05867251,tests,Letrozole
Letrozole,has_type,DRUG
NCT05867251,tests,Ribociclib
Ribociclib,has_type,DRUG
NCT05867251,tests,Abemaciclib
Abemaciclib,has_type,DRUG
NCT05867251,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05867251,tests,Sacituzumab Govitecan-hziy
Sacituzumab Govitecan-hziy,has_type,DRUG
NCT01876251,has_title,Phase 1b Study Of Docetaxel + Pf 03084014 In Metastatic Or Locally Recurrent/Advanced Triple Negativ
NCT01876251,has_status,TERMINATED
NCT01876251,has_phase,
NCT01876251,sponsored_by,Pfizer
NCT01876251,tests,PF-03084014
PF-03084014,has_type,DRUG
NCT01876251,tests,PF-03084014
PF-03084014,has_type,DRUG
NCT01876251,tests,PF-03084014
PF-03084014,has_type,DRUG
NCT01876251,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT01876251,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT05253053,has_title,"A Phase Ib/II Study of TT-00420 Tablet, as Monotherapy or in Combination Regimens, to Evaluate the S"
NCT05253053,has_status,COMPLETED
NCT05253053,has_phase,
NCT05253053,sponsored_by,"TransThera Sciences (Nanjing), Inc."
NCT05253053,tests,TT-00420
TT-00420,has_type,DRUG
NCT05253053,tests,Combination Product: Atezolizumab
Combination Product: Atezolizumab,has_type,DRUG
NCT05253053,tests,Combination Product: Nab-Paclitaxel
Combination Product: Nab-Paclitaxel,has_type,DRUG
NCT06435351,has_title,Precision DC: Personalized Neoantigen Dendritic Cell Vaccine Pilot Trial for High Risk Triple Negati
NCT06435351,has_status,RECRUITING
NCT06435351,has_phase,
NCT06435351,sponsored_by,H. Lee Moffitt Cancer Center and Research Institute
NCT06435351,tests,Leukapheresis
Leukapheresis,has_type,PROCEDURE
NCT06435351,tests,Dendritic Cell (DC) Vaccine
Dendritic Cell (DC) Vaccine,has_type,BIOLOGICAL
NCT05274451,has_title,"A Phase 1 Study to Assess the Safety and Efficacy of LYL797, ROR1-Targeting CAR T Cells, in Adults W"
NCT05274451,has_status,TERMINATED
NCT05274451,has_phase,
NCT05274451,sponsored_by,"Lyell Immunopharma, Inc."
NCT05274451,tests,LYL797
LYL797,has_type,BIOLOGICAL
NCT02839954,has_title,Study Evaluating the Efficacy and Safety of Chimeric Antigen Receptor-Modified pNK Cells in MUC1 Pos
NCT02839954,has_status,UNKNOWN
NCT02839954,has_phase,
NCT02839954,sponsored_by,"PersonGen BioTherapeutics (Suzhou) Co., Ltd."
NCT02839954,tests,anti-MUC1 CAR-pNK cells
anti-MUC1 CAR-pNK cells,has_type,BIOLOGICAL
NCT07011654,has_title,Phase I/II Study of Naxitamab and Sacituzumab Govitecan in Patients With Metastatic Triple-negative 
NCT07011654,has_status,NOT_YET_RECRUITING
NCT07011654,has_phase,
NCT07011654,sponsored_by,M.D. Anderson Cancer Center
NCT07011654,tests,Sacituzumab govitecan
Sacituzumab govitecan,has_type,DRUG
NCT07011654,tests,Naxitamab
Naxitamab,has_type,DRUG
NCT06841354,has_title,"A Phase 3, Randomized, Open-label Study Comparing Efficacy and Safety of Sacituzumab Tirumotecan (Sa"
NCT06841354,has_status,RECRUITING
NCT06841354,has_phase,
NCT06841354,sponsored_by,Merck Sharp & Dohme LLC
NCT06841354,tests,Sacituzumab tirumotecan
Sacituzumab tirumotecan,has_type,BIOLOGICAL
NCT06841354,tests,Pembrolizumab
Pembrolizumab,has_type,BIOLOGICAL
NCT06841354,tests,Rescue Medication
Rescue Medication,has_type,DRUG
NCT06841354,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT06841354,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
NCT06841354,tests,Gemcitabine
Gemcitabine,has_type,DRUG
NCT06841354,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT02089854,has_title,"Evaluation of Adjuvant Endocrine Therapy for Operable ER-beta Positive, ER-alpha/PR Negative, Her-2 "
NCT02089854,has_status,UNKNOWN
NCT02089854,has_phase,
NCT02089854,sponsored_by,Peking Union Medical College Hospital
NCT02089854,tests,Toremifene
Toremifene,has_type,DRUG
NCT03915951,has_title,"A Phase 2, Open-label Study of Encorafenib + Binimetinib in Patients With BRAFV600-mutant Non-small "
NCT03915951,has_status,ACTIVE_NOT_RECRUITING
NCT03915951,has_phase,
NCT03915951,sponsored_by,Pfizer
NCT03915951,tests,encorafenib
encorafenib,has_type,DRUG
NCT03915951,tests,binimetinib
binimetinib,has_type,DRUG
NCT05633654,has_title,"A Randomized, Open-label, Phase 3 Study of Adjuvant Sacituzumab Govitecan and Pembrolizumab Versus T"
NCT05633654,has_status,RECRUITING
NCT05633654,has_phase,
NCT05633654,sponsored_by,Gilead Sciences
NCT05633654,tests,Sacituzumab govitecan-hziy (SG)
Sacituzumab govitecan-hziy (SG),has_type,DRUG
NCT05633654,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT05633654,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT03096054,has_title,A Cancer Research UK (CR-UK) Phase I Trial of LY3143921 a Cdc7 Inhibitor in Adult Patients with Adva
NCT03096054,has_status,ACTIVE_NOT_RECRUITING
NCT03096054,has_phase,
NCT03096054,sponsored_by,Cancer Research UK
NCT03096054,tests,LY3143921 hydrate
LY3143921 hydrate,has_type,DRUG
NCT04909554,has_title,MRI-based Approaches for Multi-parametric Model to Early Predict Pathological Complete Response to N
NCT04909554,has_status,COMPLETED
NCT04909554,has_phase,
NCT04909554,sponsored_by,Guangdong Provincial People's Hospital
NCT06793553,has_title,Randomized Phase II Trial Evaluating the Efficacy of Paclitaxel+Bevacizumab INDUCtion Followed by at
NCT06793553,has_status,RECRUITING
NCT06793553,has_phase,
NCT06793553,sponsored_by,Japan Breast Cancer Research Group
NCT06793553,tests,Induction therapy
Induction therapy,has_type,DRUG
NCT06143553,has_title,"A Randomized, Controlled Phase Ⅲ Study of Paclitaxel Polymeric Micelles for Injection Versus Physici"
NCT06143553,has_status,RECRUITING
NCT06143553,has_phase,
NCT06143553,sponsored_by,"Shanghai Yizhong Pharmaceutical Co., Ltd."
NCT06143553,tests,Paclitaxel Polymeric Micelles for Injection
Paclitaxel Polymeric Micelles for Injection,has_type,DRUG
NCT06143553,tests,Eribulin Mesilate injection
Eribulin Mesilate injection,has_type,DRUG
NCT06143553,tests,Capecitabine Tablets
Capecitabine Tablets,has_type,DRUG
NCT06143553,tests,Gemcitabine Hydrochloride for Injection
Gemcitabine Hydrochloride for Injection,has_type,DRUG
NCT06143553,tests,Vinorelbine Tartrate Injection
Vinorelbine Tartrate Injection,has_type,DRUG
NCT06143553,tests,Paclitaxel (albumin-bound)
Paclitaxel (albumin-bound),has_type,DRUG
NCT03254654,has_title,"A Phase II, Single-center, Randomized Study of Vinorelbine Plus Apatinib Versus Vinorelbine as Secon"
NCT03254654,has_status,COMPLETED
NCT03254654,has_phase,
NCT03254654,sponsored_by,Fudan University
NCT03254654,tests,Vinorelbine
Vinorelbine,has_type,DRUG
NCT03254654,tests,Apatinib
Apatinib,has_type,DRUG
NCT00951054,has_title,A Phase II Study of NK012 in Locally Advanced Non-Resectable and Metastatic Breast Cancer Patients W
NCT00951054,has_status,COMPLETED
NCT00951054,has_phase,
NCT00951054,sponsored_by,"Nippon Kayaku Co., Ltd."
NCT00951054,tests,NK012
NK012,has_type,DRUG
NCT05420454,has_title,"A Prospective, Open-label Study to Evaluate Injectable Albumin-bound Paclitaxel Versus Docetaxel for"
NCT05420454,has_status,RECRUITING
NCT05420454,has_phase,
NCT05420454,sponsored_by,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT05420454,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT05420454,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05420454,tests,Trastuzumab
Trastuzumab,has_type,DRUG
NCT05420454,tests,Pertuzumab
Pertuzumab,has_type,DRUG
NCT05420454,tests,Nab paclitaxel
Nab paclitaxel,has_type,DRUG
NCT05420454,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT05420454,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05420454,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT05420454,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT05420454,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05420454,tests,Nab paclitaxel
Nab paclitaxel,has_type,DRUG
NCT04101851,has_title,Omission of Sentinel Lymph Node Biopsy in Triple-negative and HER2-positive Breast Cancer Patients w
NCT04101851,has_status,ACTIVE_NOT_RECRUITING
NCT04101851,has_phase,
NCT04101851,sponsored_by,"Toralf Reimer, MD PhD"
NCT04101851,tests,omission of SLNB
omission of SLNB,has_type,PROCEDURE
NCT07015853,has_title,IIT2024-02-SHIAO-ASTRAEA: ReinvigorAting ReSponse To ImmunotheRApy in MEtAstatic TNBC With Combinati
NCT07015853,has_status,NOT_YET_RECRUITING
NCT07015853,has_phase,
NCT07015853,sponsored_by,Stephen Shiao
NCT07015853,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT07015853,tests,Radiotherapy
Radiotherapy,has_type,RADIATION
NCT07015853,tests,Axatilimab
Axatilimab,has_type,DRUG
NCT03193853,has_title,Phase II Clinical Trial of Treatment With TAK-228 and TAK-117 to Inhibit Homologous Recombination (H
NCT03193853,has_status,COMPLETED
NCT03193853,has_phase,
NCT03193853,sponsored_by,Joyce O'Shaughnessy
NCT03193853,tests,Tak-228 & Tak-117
Tak-228 & Tak-117,has_type,DRUG
NCT03193853,tests,Cisplatin & Nab Paclitaxel
Cisplatin & Nab Paclitaxel,has_type,DRUG
NCT03454451,has_title,"A PHASE 1/1b MULTICENTER STUDY TO EVALUATE THE HUMANIZED ANTI-CD73 ANTIBODY, CPI-006, AS A SINGLE AG"
NCT03454451,has_status,COMPLETED
NCT03454451,has_phase,
NCT03454451,sponsored_by,"Corvus Pharmaceuticals, Inc."
NCT03454451,tests,CPI-006
CPI-006,has_type,DRUG
NCT03454451,tests,CPI-006 + ciforadenant
CPI-006 + ciforadenant,has_type,DRUG
NCT03454451,tests,CPI-006 + pembrolizumab
CPI-006 + pembrolizumab,has_type,DRUG
NCT03454451,tests,CPI-006
CPI-006,has_type,DRUG
NCT03454451,tests,CPI-006 + ciforadenant
CPI-006 + ciforadenant,has_type,DRUG
NCT03454451,tests,CPI-006 + pembrolizumab
CPI-006 + pembrolizumab,has_type,DRUG
NCT03789851,has_title,Minimally Invasive Biopsy Technique Predicting Breast Pathological Complete Respons After Neoadjuvan
NCT03789851,has_status,UNKNOWN
NCT03789851,has_phase,
NCT03789851,sponsored_by,Shandong Cancer Hospital and Institute
NCT03789851,tests,core needle biopsy
core needle biopsy,has_type,DEVICE
NCT04142554,has_title,Window of Opportunity Study of Parsaclisib in Subjects With Newly Diagnosed Stage I-IIIC Triple-Nega
NCT04142554,has_status,WITHDRAWN
NCT04142554,has_phase,
NCT04142554,sponsored_by,UNC Lineberger Comprehensive Cancer Center
NCT04142554,tests,Parsaclisib
Parsaclisib,has_type,DRUG
NCT06498154,has_title,Eliminating Breast Surgery for Triple Negative or HR-/HER2+ Breast Cancer Patients With Clinical Com
NCT06498154,has_status,NOT_YET_RECRUITING
NCT06498154,has_phase,
NCT06498154,sponsored_by,Tianjin Medical University Cancer Institute and Hospital
NCT06498154,tests,Neoadjuvant Chemotherapy combined with Neoadjuvant Radiotherapy
Neoadjuvant Chemotherapy combined with Neoadjuvant Radiotherapy,has_type,RADIATION
NCT05212454,has_title,Efficacy and Safety of Supplement Adjuvant Capecitabine in Postoperative Hormone Receptor (HR)-Posit
NCT05212454,has_status,RECRUITING
NCT05212454,has_phase,
NCT05212454,sponsored_by,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT05212454,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT03983954,has_title,"Phase 1B, Open-Label, Dose Escalation and Cohort Expansions Trial of Naptumomab Estafenatox (NAP, AB"
NCT03983954,has_status,RECRUITING
NCT03983954,has_phase,
NCT03983954,sponsored_by,NeoTX Therapeutics Ltd.
NCT03983954,tests,"Obinutuzumab, naptumomab estafenatox and durvalumab"
"Obinutuzumab, naptumomab estafenatox and durvalumab",has_type,COMBINATION_PRODUCT
NCT03983954,tests,Naptumomab estafenatox and durvalumab
Naptumomab estafenatox and durvalumab,has_type,COMBINATION_PRODUCT
NCT01091454,has_title,Phase II Trial of Brostallicin and Cisplatin in Patients With Metastatic Triple Negative Breast Canc
NCT01091454,has_status,COMPLETED
NCT01091454,has_phase,
NCT01091454,sponsored_by,Alliance for Clinical Trials in Oncology
NCT01091454,tests,brostallicin
brostallicin,has_type,DRUG
NCT01091454,tests,cisplatin
cisplatin,has_type,DRUG
NCT05403554,has_title,"A Phase 1, Open-Label, Dose Finding Study of NI-1801, a Bispecific Mesothelin X CD47 Engaging Antibo"
NCT05403554,has_status,RECRUITING
NCT05403554,has_phase,
NCT05403554,sponsored_by,Light Chain Bioscience - Novimmune SA
NCT05403554,tests,Biological NI-1801
Biological NI-1801,has_type,DRUG
NCT05403554,tests,NI-1801 in combination with anti-PD1 (Pembrolizumab)
NI-1801 in combination with anti-PD1 (Pembrolizumab),has_type,DRUG
NCT05403554,tests,NI-1801 in combination with paclitaxel
NI-1801 in combination with paclitaxel,has_type,DRUG
NCT05403554,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT03719833,has_title,"Sentinel Lymph Node Biopsy After Neoadjuvant Oncological Treatment in Luminal B, HER-2 Positive and "
